Feature,subject_id,Condition_encoded,Fitted,Residuals
counts_CAP-1,345,1,25.784486827478993,10.215513172521007
counts_CAP-1,346,1,20.90792421835623,-7.907924218356229
counts_CAP-1,396,1,21.412590500447507,-2.4125905004475072
counts_CAP-1,411,1,22.937814882644318,0.062185117355681996
counts_CAP-1,433,1,22.75278811060207,-6.752788110602069
counts_CAP-1,435,1,24.532424488699135,7.467575511300865
counts_CAP-1,441,1,25.23892586207287,7.761074137927132
counts_CAP-1,449,1,22.81671540926395,3.1832845907360507
counts_CAP-1,451,1,22.386356825183775,7.613643174816225
counts_CAP-1,462,1,23.764824515237002,-8.764824515237002
counts_CAP-1,470,1,22.256396278470245,0.7436037215297553
counts_CAP-1,471,1,22.32279549010997,-3.3227954901099714
counts_CAP-1,475,1,22.6222758941755,-0.6222758941755018
counts_CAP-1,476,1,23.181641561941372,-2.1816415619413725
counts_CAP-1,478,1,22.791987867415692,0.20801213258430806
counts_CAP-1,483,1,23.912407057710343,0.08759294228965686
counts_CAP-1,500,1,24.21713609727953,-3.2171360972795284
counts_CAP-1,507,1,23.285398128702216,-3.285398128702216
counts_CAP-1,511,1,21.649652707701247,-3.6496527077012466
counts_CAP-1,513,1,21.248934167859773,-6.2489341678597725
counts_CAP-1,517,1,22.980713797132427,2.0192862028675727
counts_CAP-1,518,1,21.899162192661638,-3.899162192661638
counts_CAP-1,520,1,22.241865984026862,-4.241865984026862
counts_CAP-1,521,1,22.713350067877094,-3.7133500678770943
counts_CAP-1,522,1,22.417603535438758,-4.417603535438758
counts_CAP-1,525,1,24.17963014251202,4.820369857487979
counts_CAP-1,526,1,21.961926663101977,0.03807333689802306
counts_CAP-1,527,1,23.087721283932066,-3.0877212839320656
counts_CAP-1,528,1,20.58944362384559,-8.58944362384559
counts_CAP-1,538,1,25.40358796603337,9.59641203396663
counts_CAP-1,539,1,22.475864067782993,-5.475864067782993
counts_CAP-1,540,1,22.47246691506117,-0.4724669150611689
counts_CAP-1,541,1,22.32640964512991,-3.3264096451299103
counts_CAP-1,549,1,22.008750739889468,-5.008750739889468
counts_CAP-1,553,1,25.541711621907787,1.4582883780922131
counts_CAP-1,566,1,23.743414849904,0.2565851500960008
counts_CAP-1,567,1,22.327950165182624,-7.327950165182624
counts_CAP-1,571,1,23.06247096929175,7.9375290307082516
counts_CAP-1,574,1,22.947995627710963,-2.947995627710963
counts_CAP-1,575,1,23.74301315575827,6.25698684424173
counts_CAP-1,578,1,23.12638626425928,-6.126386264259281
counts_CAP-1,579,1,21.465049435967178,-6.4650494359671775
counts_CAP-1,582,1,24.987594526250707,5.012405473749293
counts_CAP-1,583,1,23.53436195195747,-4.534361951957472
counts_CAP-1,589,1,22.55820710697545,-5.558207106975448
counts_CAP-1,592,1,21.1453143885389,-5.1453143885389
counts_CAP-1,593,1,22.250618885893775,-1.2506188858937755
counts_CAP-1,595,1,22.16588042025635,0.8341195797436498
counts_CAP-1,596,1,22.667381782832802,-1.667381782832802
counts_CAP-1,597,1,21.90125635025486,-10.901256350254862
counts_CAP-1,598,1,22.90908045181118,-0.9090804518111817
counts_CAP-1,602,1,22.22100908774181,-1.221009087741809
counts_CAP-1,603,1,22.553348936640397,3.446651063359603
counts_CAP-1,605,1,25.740757657684703,-0.7407576576847035
